"tokenID","name","description","file_name","animation_url","external_url","attributes[Primary Background]","attributes[Secondary Background]","attributes[Skin Tone]","attributes[Archetype Base]","attributes[Gender]","attributes[Headwear]","attributes[Eyewear]","attributes[Facial Hair]","attributes[Lip Color]","attributes[Earring Set]","attributes[Neckwear]","attributes[Mouth Accessory]","attributes[Primary Clothing]","attributes[Secondary Clothing]","attributes[Primary Watch]","attributes[Secondary Watch]","attributes[Hand Interaction]","attributes[Mental Activity]","attributes[Tier]"
"158","Luxury Punks #158","A high-end collection of luxury cybernetic punks with metallic assets.","images/158.svg","https://amormesbahi.github.io/luxury-punks-anim/html/158.html","https://amormesbahi.github.io/luxury-punks-anim/html/158.html","Violet Circuit","Amber Wave","Fair Light","Heavy Ape Profile","male","Cyber Halo","LEGENDARY: Iridescent Spike Specs","Shadow Beard","None","Emerald Stud","Glitch Onyx Medallion","None","Glass Fiber Amethyst","Brick Domino Neon Pink","Oyster Professional","Retro Digital Steel","Thumb Up","Suspicious Squint","Common"
"159","Luxury Punks #159","A high-end collection of luxury cybernetic punks with metallic assets.","images/159.svg","https://amormesbahi.github.io/luxury-punks-anim/html/159.html","https://amormesbahi.github.io/luxury-punks-anim/html/159.html","Lime Glitch","Cyan Scanline","Warm Olive","Alien Profile","male","Quantum Buzzcut (Animated)","None","Clean Shaven","None","None","Pearl Necklace","None","Glass Fiber Sunset","Leather Muscle Neon Cyan","None","Luxury Gold Watch","None","Suspicious Squint","Common"
"160","Luxury Punks #160","A high-end collection of luxury cybernetic punks with metallic assets.","images/160.svg","https://amormesbahi.github.io/luxury-punks-anim/html/160.html","https://amormesbahi.github.io/luxury-punks-anim/html/160.html","Slate Circuit","Orange Orbit","Rich Brown","Alien Female Profile","female","None","None","None","None","None","Plasma Quantum Blade","None","Cyber Armor","Spiked Jacket","None","Luxury Gold Watch","None","Active Smoker & Blinking","Common"
"161","Luxury Punks #161","A high-end collection of luxury cybernetic punks with metallic assets.","images/161.svg","https://amormesbahi.github.io/luxury-punks-anim/html/161.html","https://amormesbahi.github.io/luxury-punks-anim/html/161.html","Slate Grid","Sky Static","Obsidian","Alien Profile","male","Bandana Wrap","None","Shadow Beard","None","Gold Hoop","Triple Stack Gold","None","Royal Suit","Glass Fiber Chrome","None","Oyster Professional","None","Scanning Cyber Laser","Rare"
"162","Luxury Punks #162","A high-end collection of luxury cybernetic punks with metallic assets.","images/162.svg","https://amormesbahi.github.io/luxury-punks-anim/html/162.html","https://amormesbahi.github.io/luxury-punks-anim/html/162.html","Orange Grid","Amber Orbit","Rich Brown","Male Profile","male","Slicked Back Onyx","None","Clean Shaven","None","Ruby Tear","None","None","Samurai Armor","Leather Muscle Amethyst","Luxury Gold Watch","Oyster Professional","Hand Shake","Scanning Cyber Laser","Rare"
"163","Legendary Punk #163","A high-end collection of luxury cybernetic punks with metallic assets.","images/163.svg","https://amormesbahi.github.io/luxury-punks-anim/html/163.html","https://amormesbahi.github.io/luxury-punks-anim/html/163.html","Gravity Well #54","Slate Particles","Shadow Matter","Alien Profile","male","Medusa Cables","LEGENDARY: Iridescent Spike Specs","Full Bushy Beard","None","None","Rose Gold Rope","Holographic Round Guard (Animated)","Leather Muscle Desert","Leather Muscle Emerald","LEGENDARY: Microwave","Royal Octagon","Peace Sign","Scanning Cyber Laser","Legendary"
"164","Luxury Punks #164","A high-end collection of luxury cybernetic punks with metallic assets.","images/164.svg","https://amormesbahi.github.io/luxury-punks-anim/html/164.html","https://amormesbahi.github.io/luxury-punks-anim/html/164.html","Violet Matrix","Indigo Matrix","Zombie PVD","Alien Profile","male","Quantum Live Spikes","Chrome Heart Frames","Shadow Beard","None","Gold Hoop","Animated Aether Choker","Copper Steam Grille","Spiked Leather Jacket","Velvet Blazer","None","Random Custom Watch","None","Suspicious Squint","Rare"
"165","Luxury Punks #165","A high-end collection of luxury cybernetic punks with metallic assets.","images/165.svg","https://amormesbahi.github.io/luxury-punks-anim/html/165.html","https://amormesbahi.github.io/luxury-punks-anim/html/165.html","Orange Particles","Cyan Pulse","Natural Beige","Alien Profile","male","Bleached Blond Spikes","None","Shadow Beard","None","None","Bio-Luminescent Cord","None","Leather Jacket","Gold Chainmail","Retro Digital Steel","Luxury Gold Watch","Peace Sign","Rapid Eye Twitch","Common"
"166","Luxury Punks #166","A high-end collection of luxury cybernetic punks with metallic assets.","images/166.svg","https://amormesbahi.github.io/luxury-punks-anim/html/166.html","https://amormesbahi.github.io/luxury-punks-anim/html/166.html","Violet Static","Rose Circuit","Deep Mocha","Alien Female Profile","female","None","Floating Star Monocle (Animated)","None","None","None","Holographic Obsidian Scarf","None","Wavy Ships Deep Sea","Nerdy Leather Rainbow","None","Cyber Holograph","None","Static Punk","Common"
"167","Luxury Punks #167","A high-end collection of luxury cybernetic punks with metallic assets.","images/167.svg","https://amormesbahi.github.io/luxury-punks-anim/html/167.html","https://amormesbahi.github.io/luxury-punks-anim/html/167.html","Slate Scanline","Violet Orbit","LEGENDARY: Molten Magma","Male Profile","male","Forward Cap","None","Shadow Beard","None","Onyx Spike","Neon Onyx Coin","None","Leather Muscle Black","Silk Robe","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"168","Legendary Punk #168","A high-end collection of luxury cybernetic punks with metallic assets.","images/168.svg","https://amormesbahi.github.io/luxury-punks-anim/html/168.html","https://amormesbahi.github.io/luxury-punks-anim/html/168.html","Cyber Mind #59","Indigo Static","Shadow Matter","Alien Female Profile","female","Solar Crown","LEGENDARY: Prism Diamond Monocle","None","None","None","Black Choker","None","None","Mesh Crop Top","LEGENDARY: Hyperion Phase","Retro Digital Steel","Thumb Up","Suspicious Squint","Legendary"
"169","Luxury Punks #169","A high-end collection of luxury cybernetic punks with metallic assets.","images/169.svg","https://amormesbahi.github.io/luxury-punks-anim/html/169.html","https://amormesbahi.github.io/luxury-punks-anim/html/169.html","Magenta Orbit","Amber Particles","Vampire White","Soft Female Profile","female","Big Volume Afro","None","None","None","Onyx Spike","Plasma Silver Chain","Lime Glow Guard","White Suit","Lace Dress","None","Retro Digital Steel","None","Pulsing Iris (Hypnotic)","Rare"
"170","Luxury Punks #170","A high-end collection of luxury cybernetic punks with metallic assets.","images/170.svg","https://amormesbahi.github.io/luxury-punks-anim/html/170.html","https://amormesbahi.github.io/luxury-punks-anim/html/170.html","Slate Grid","Rose Wave","Rich Brown","Soft Female Profile","female","Crystal Circles","None","None","None","Gold Hoop","Glitch Crystal Collar","Opal Shimmer Shield","Wavy Ships Deep Sea","Blossom Lily Lavender","Cyber Holograph","Retro Digital Steel","Thumb Up","Active Smoker & Blinking","Common"
"171","Luxury Punks #171","A high-end collection of luxury cybernetic punks with metallic assets.","images/171.svg","https://amormesbahi.github.io/luxury-punks-anim/html/171.html","https://amormesbahi.github.io/luxury-punks-anim/html/171.html","Amber Scanline","Indigo Static","Warm Olive","Alien Profile","male","Curly Top Fade","None","Chinstrap","None","Gold Hoop","Plasma Diamond Chain","None","Neon Hoodie","Brick Domino Platinum","None","Royal Octagon","None","Active Smoker & Blinking","Common"
"172","Luxury Punks #172","A high-end collection of luxury cybernetic punks with metallic assets.","images/172.svg","https://amormesbahi.github.io/luxury-punks-anim/html/172.html","https://amormesbahi.github.io/luxury-punks-anim/html/172.html","Cyan Particles","Slate Matrix","Ape Gold","Sharp Angular Female","female","Prismatic Shifting","Titanium Punk Spikes","None","Dark Purple Lips","None","Holographic Obsidian Scarf","Starry Night Shield (Animated)","Silk Blouse","Business Suit","Retro Digital Steel","Luxury Gold Watch","Pointing Hand","Rapid Eye Twitch","Common"
"173","Luxury Punks #173","A high-end collection of luxury cybernetic punks with metallic assets.","images/173.svg","https://amormesbahi.github.io/luxury-punks-anim/html/173.html","https://amormesbahi.github.io/luxury-punks-anim/html/173.html","Indigo Grid","Orange Grid","Fair Light","Soft Female Profile","female","Aether Shifting","Ruby Studded Wayfarers","None","Dark Purple Lips","None","Neon Gold Pendant","None","Silk Blouse","Shadow Cloak","Royal Octagon","Luxury Gold Watch","Pointing Hand","Static Punk","Common"
"174","Luxury Punks #174","A high-end collection of luxury cybernetic punks with metallic assets.","images/174.svg","https://amormesbahi.github.io/luxury-punks-anim/html/174.html","https://amormesbahi.github.io/luxury-punks-anim/html/174.html","Indigo Orbit","Cyan Matrix","Fair Light","Male Profile","male","Plasma Spikes (Animated)","None","Chinstrap","None","Gold Hoop","Floating Crystal Choker","Opal Shimmer Shield","Neon Hoodie","None","None","Luxury Gold Watch","None","Active Smoker & Blinking","Common"
"175","Luxury Punks #175","A high-end collection of luxury cybernetic punks with metallic assets.","images/175.svg","https://amormesbahi.github.io/luxury-punks-anim/html/175.html","https://amormesbahi.github.io/luxury-punks-anim/html/175.html","Slate Static","Violet Matrix","Warm Olive","Sharp Angular Female","female","None","Neon Glow Aviators (Animated)","None","None","Diamond Stud","None","Emerald Neon Grate","Flannel Shirt","Obsidian Corset","None","Luxury Gold Watch","None","Rapid Eye Twitch","Common"
"176","Legendary Punk #176","A high-end collection of luxury cybernetic punks with metallic assets.","images/176.svg","https://amormesbahi.github.io/luxury-punks-anim/html/176.html","https://amormesbahi.github.io/luxury-punks-anim/html/176.html","Deep Web #67","Rose Orbit","Pure Gold","Soft Female Profile","female","Floating Orbs","LEGENDARY: Aurora Chrome Wraps","None","None","Gold Hoop","Black Choker","None","Blossom Lily Crimson","Diamond Dress","LEGENDARY: Void Master","Random Custom Watch","Pointing Hand","Rapid Eye Twitch","Legendary"
"177","Luxury Punks #177","A high-end collection of luxury cybernetic punks with metallic assets.","images/177.svg","https://amormesbahi.github.io/luxury-punks-anim/html/177.html","https://amormesbahi.github.io/luxury-punks-anim/html/177.html","Cyan Matrix","Indigo Matrix","Deep Mocha","Sharp Angular Female","female","Rainbow Circles","Holographic Butterfly (Animated)","None","None","None","None","Ethereal Ghost Guard (Animated)","Blossom Lily Neon","Silk Blouse","Retro Digital Steel","Royal Octagon","Thumb Up","Static Punk","Rare"
"178","Luxury Punks #178","A high-end collection of luxury cybernetic punks with metallic assets.","images/178.svg","https://amormesbahi.github.io/luxury-punks-anim/html/178.html","https://amormesbahi.github.io/luxury-punks-anim/html/178.html","Amber Scanline","Violet Grid","Warm Olive","Sharp Angular Female","female","Big Volume Afro","Standard Eye","None","Ruby Red Lips","Ruby Tear","Pulsing Sapphire Rope","None","Nerdy Leather Prototype","Neon Dress","Luxury Gold Watch","Retro Digital Steel","Thumb Up","Static Punk","Common"
"179","Luxury Punks #179","A high-end collection of luxury cybernetic punks with metallic assets.","images/179.svg","https://amormesbahi.github.io/luxury-punks-anim/html/179.html","https://amormesbahi.github.io/luxury-punks-anim/html/179.html","Lime Pulse","Indigo Matrix","Warm Olive","Heavy Ape Profile","male","Toxic Leafs","Standard Eye","Full Bushy Beard","None","Neon Ring","Glitch Silver Scarf","Iridescent Crystal Veil","Bronze Chainmail","Carbon Fiber Vest","None","Luxury Gold Watch","None","Active Smoker & Blinking","Common"
"180","Luxury Punks #180","A high-end collection of luxury cybernetic punks with metallic assets.","images/180.svg","https://amormesbahi.github.io/luxury-punks-anim/html/180.html","https://amormesbahi.github.io/luxury-punks-anim/html/180.html","Rose Matrix","Slate Pulse","Deep Mocha","Heavy Ape Profile","male","Toxic Blooming Flowers","Cyber Flame Wraps (Animated)","Shadow Beard","None","Diamond Stud","Neon Sapphire Blade","Platinum Punk Shield","Mesh Shirt","Plaid Shirt","Luxury Gold Watch","Oyster Professional","Pointing Hand","Active Smoker & Blinking","Rare"
"181","Luxury Punks #181","A high-end collection of luxury cybernetic punks with metallic assets.","images/181.svg","https://amormesbahi.github.io/luxury-punks-anim/html/181.html","https://amormesbahi.github.io/luxury-punks-anim/html/181.html","Violet Scanline","Indigo Circuit","Rose Gold","Heavy Ape Profile","male","Wild Spikes","Emerald Oval Specs","Clean Shaven","None","Diamond Stud","Neon Silver Choker","Rotating Gear Grate (Animated)","Brick Domino Prototype","Tuxedo","None","Luxury Gold Watch","None","Static Punk","Common"
"182","Luxury Punks #182","A high-end collection of luxury cybernetic punks with metallic assets.","images/182.svg","https://amormesbahi.github.io/luxury-punks-anim/html/182.html","https://amormesbahi.github.io/luxury-punks-anim/html/182.html","Slate Pulse","Rose Orbit","Deep Mocha","Soft Female Profile","female","Holographic Blooming Flowers","None","None","Diamond Studded Lips","Neon Ring","Holographic Cyber Chain","None","Blossom Lily Prototype","Blossom Lily Crimson","Retro Digital Steel","Oyster Professional","Hand Shake","Suspicious Squint","Common"
"183","Luxury Punks #183","A high-end collection of luxury cybernetic punks with metallic assets.","images/183.svg","https://amormesbahi.github.io/luxury-punks-anim/html/183.html","https://amormesbahi.github.io/luxury-punks-anim/html/183.html","Slate Particles","Amber Scanline","Ape Gold","Male Profile","male","Cyber Beanie","None","Gold Trim Beard","None","Gold Hoop","Neon Crystal Link","None","Brick Domino Cyber Green","White Tuxedo","None","Oyster Professional","None","Scanning Cyber Laser","Rare"
"184","Luxury Punks #184","A high-end collection of luxury cybernetic punks with metallic assets.","images/184.svg","https://amormesbahi.github.io/luxury-punks-anim/html/184.html","https://amormesbahi.github.io/luxury-punks-anim/html/184.html","Violet Grid","Slate Wave","Natural Beige","Soft Female Profile","female","Prismatic Leafs","None","None","Dark Purple Lips","Diamond Stud","Pulsing Sapphire Rope","None","Cyber Corset","Blossom Lily Gold","None","Royal Octagon","None","Static Punk","Common"
"185","Luxury Punks #185","A high-end collection of luxury cybernetic punks with metallic assets.","images/185.svg","https://amormesbahi.github.io/luxury-punks-anim/html/185.html","https://amormesbahi.github.io/luxury-punks-anim/html/185.html","Magenta Scanline","Sky Orbit","Fair Light","Soft Female Profile","female","Messy Cyber Bob","Onyx Round Frames","None","None","Diamond Stud","Plasma Quantum Blade","None","Mesh Crop Top","Plaid Skirt Set","Royal Octagon","Random Custom Watch","Pointing Hand","Rapid Eye Twitch","Common"
"186","Luxury Punks #186","A high-end collection of luxury cybernetic punks with metallic assets.","images/186.svg","https://amormesbahi.github.io/luxury-punks-anim/html/186.html","https://amormesbahi.github.io/luxury-punks-anim/html/186.html","Sky Particles","Rose Glitch","Warm Olive","Sharp Angular Female","female","None","None","None","Neon Cyan Lips","None","Fur Stole","Amethyst Gem Guard","Raincoat","Velvet Top","Luxury Gold Watch","Royal Octagon","Hand Shake","Suspicious Squint","Common"
